,approach,model_label,classifier,preprocessing,undersampling,anomaly,metric,1,import_order,absolute
590,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,f1-score,-0.03140282172790054,560,0.44448398576512455
646,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,f1-score,-0.004093845288593911,616,0.4717929622044312
702,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,f1-score,-0.24377413143668705,672,0.23211267605633804
758,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,f1-score,-0.0496261034016835,728,0.4262607040913416
830,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,f1-score,0.07046671537471277,784,0.5463535228677379
70,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,0.012969869203116158,56,0.6594955489614244
146,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,-0.11168247418339539,112,0.5348432055749128
182,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,0.002102934029682868,168,0.6486286137879911
258,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,-0.03080673734613859,224,0.6157189424121696
294,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,-0.02403221855516957,280,0.6224934612031386
370,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,-0.0893858627759716,336,0.5571398169823366
406,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,0.008004379513495419,392,0.6545300592718036
462,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,-0.03714382969254748,448,0.6093818500657607
538,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,-0.17560207656560578,504,0.47092360319270243
594,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,-0.14543462639588012,560,0.5010910533624281
650,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,-0.1196439593282006,616,0.5268817204301076
706,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,-0.07256642377956601,672,0.5739592559787422
762,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,0.009383961225959636,728,0.6559096409842678
798,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,f1-score,0.04664761356502256,784,0.6931732933233308
98,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Ground Incursion,f1-score,0.03997711958199013,56,0.5852467024914509
150,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Ground Incursion,f1-score,-0.1315851354640411,112,0.4136844474454197
210,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Ground Incursion,f1-score,0.025744909844162334,168,0.5710144927536231
262,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Ground Incursion,f1-score,0.015372229266093607,224,0.5606418121755544
322,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Ground Incursion,f1-score,-0.11294914092051056,280,0.43232044198895025
374,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Ground Incursion,f1-score,0.00562527167666893,336,0.5508948545861297
434,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Ground Incursion,f1-score,-0.03811743726576777,392,0.507152145643693
490,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Ground Incursion,f1-score,-0.004561068304115845,448,0.540708514605345
542,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Incursion,f1-score,0.011437383123930056,504,0.5567069660333909
598,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Incursion,f1-score,0.010160917934658453,560,0.5554305008441193
654,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Incursion,f1-score,0.012061507642824099,616,0.5573310905522849
710,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Incursion,f1-score,0.017632699126817752,672,0.5629022820362786
766,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Incursion,f1-score,0.06480708740817342,728,0.6100766703176342
826,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Incursion,f1-score,0.09142292355048742,784,0.6366925064599482
62,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Airspace Violation,f1-score,-0.017813356566896033,56,0.48291233283803864
154,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Airspace Violation,f1-score,-0.16077094965135158,112,0.3399547397535831
174,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Airspace Violation,f1-score,-0.01716104367812682,168,0.48356464572680785
266,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Airspace Violation,f1-score,-0.10723665897322915,224,0.3934890304317055
286,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Airspace Violation,f1-score,-0.30183066178062534,280,0.19889502762430936
378,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Airspace Violation,f1-score,-0.12196921272099687,336,0.3787564766839378
398,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Airspace Violation,f1-score,-0.27632481794523966,392,0.224400871459695
454,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Airspace Violation,f1-score,-0.30918894107531325,448,0.1915367483296214
546,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Airspace Violation,f1-score,-0.18289623204059358,504,0.3178294573643411
602,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Airspace Violation,f1-score,-0.17686851405810727,560,0.3238571753468274
658,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Airspace Violation,f1-score,-0.1727674790937832,616,0.32795821031115147
714,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Airspace Violation,f1-score,-0.35140442243660885,672,0.1493212669683258
770,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Airspace Violation,f1-score,-0.0973799644978714,728,0.4033457249070633
790,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Airspace Violation,f1-score,-0.05119218643631718,784,0.4495335029686175
82,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Deviation - Speed,f1-score,0.04267408080700069,56,0.3974763406940064
158,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Deviation - Speed,f1-score,-0.1076789722157728,112,0.2471232876712329
194,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Deviation - Speed,f1-score,0.014717573098380565,168,0.36951983298538627
270,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Deviation - Speed,f1-score,-0.05972029267389095,224,0.29508196721311475
306,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Deviation - Speed,f1-score,-0.34721212705968124,280,0.007590132827324479
382,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Deviation - Speed,f1-score,-0.09101847610322189,336,0.2637837837837838
418,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Deviation - Speed,f1-score,-0.35100719347334347,392,0.0037950664136622396
474,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Deviation - Speed,f1-score,-0.33241420018551315,448,0.022388059701492536
550,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation - Speed,f1-score,-0.10908459893012443,504,0.24571766095688127
606,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation - Speed,f1-score,-0.11158216282734254,560,0.24322009705966316
662,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation - Speed,f1-score,-0.10694879680744071,616,0.247853463079565
718,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation - Speed,f1-score,-0.32489571783093096,672,0.029906542056074764
774,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation - Speed,f1-score,-0.240615408675933,728,0.11418685121107268
810,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation - Speed,f1-score,-0.16699336367613254,784,0.18780889621087316
94,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Ground Excursion,f1-score,-0.008270505654491112,56,0.4840764331210191
162,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Ground Excursion,f1-score,-0.27803966440183076,112,0.21430727437367947
206,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Ground Excursion,f1-score,-0.007498453927025361,168,0.48484848484848486
274,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Ground Excursion,f1-score,-0.08713366863333016,224,0.40521327014218006
318,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Ground Excursion,f1-score,-0.422171500179019,280,0.07017543859649124
386,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Ground Excursion,f1-score,-0.18654593992802654,336,0.3058009988474837
430,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Ground Excursion,f1-score,-0.35281205505458,392,0.13953488372093023
486,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Ground Excursion,f1-score,-0.39669476486246674,448,0.09565217391304347
554,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Excursion,f1-score,-0.22285309472626258,504,0.26949384404924764
610,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Excursion,f1-score,-0.2132445544837851,560,0.2791023842917251
666,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Excursion,f1-score,-0.1973125060100155,616,0.29503443276549474
722,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Excursion,f1-score,-0.40221818341070337,672,0.09012875536480687
778,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Excursion,f1-score,-0.07468989293510275,728,0.41765704584040747
822,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Excursion,f1-score,0.032434402332361445,784,0.5247813411078717
110,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.000904568068747176,56,0.059701492537313425
166,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_No Specific Anomaly Occurred,f1-score,-0.04368364557666149,112,0.016922415029399108
222,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.002635046113306984,168,0.05797101449275362
278,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.018052869116698893,224,0.04255319148936171
334,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,280,0.0
390,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_No Specific Anomaly Occurred,f1-score,-0.01265836718070644,336,0.04794769342535416
446,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,392,0.0
502,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,448,0.0
558,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,0.036239133818003956,504,0.09684519442406456
614,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,0.048059689050060424,560,0.10866574965612102
670,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,0.06331550802139038,616,0.12392156862745098
726,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,672,0.0
782,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,728,0.0
838,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,784,0.0
